userName,content,score,at,label,label_num
Indra Vhiboy,"['maaf', 'kasih', 'game', 'had', 'paket', 'data', 'jngn', 'bikin', 'konsumen', 'kecewa', 'pindah', 'layan', 'kartu', 'cobah', 'menit', 'tidak', 'iseng', 'main', 'kasih', 'konsumen', 'muda', 'biar', 'konsumen', 'puas', 'senang', 'bintang', 'sih', 'layan', 'pelit', 'konsumen', 'wkwkw']",1,2024-02-01 11:00:50,negatif,0
Muroddin Farizi,"['gb', 'gb', 'itu', 'zona', 'sinyal', 'mungkin', 'pindah', 'kartu', 'harga']",1,2024-02-01 11:00:09,negatif,0
Muhammad Rizki,"['pelit', 'banget', 'bonus']",1,2024-02-01 10:59:00,negatif,0
Alhafid Rofiq,"['terima', 'kasih']",1,2024-02-01 10:55:01,negatif,0
Peler Pecah,"['jaring', 'tidak', 'hilang']",2,2024-02-01 10:50:02,negatif,0
Velix,"['kouta', 'mahal', 'jaring', 'busuk']",1,2024-02-01 10:42:14,negatif,0
Imam Nurhadi,"['baru', 'tidak', 'masak', 'login', 'suruh', 'login']",1,2024-02-01 10:39:11,negatif,0
zehira Putri,"['paket', 'mahal', 'jaring', 'busuk', 'banget', 'kuota', 'buang', 'gajelasss']",1,2024-02-01 10:37:20,negatif,0
NVH RVF,"['jaring', 'jelek', 'banget']",1,2024-02-01 10:35:52,negatif,0
Tirta Trahnatabumi,"['indosat', 'suka', 'lambat', 'gak', 'masuk', 'akal', 'indosat', 'gak', 'suka', 'pakai', 'indosat']",1,2024-02-01 10:27:18,negatif,0
Lia Susanti,"['beli', 'paket', 'data', 'hot', 'promo', 'susah', 'ampun', 'nunggu', 'konfirmasi', 'accord', 'proses', 'lapor', 'niat', 'jual', 'paket', 'data', 'tidak', 'min']",1,2024-02-01 10:23:43,negatif,0
Riris Denis,"['kuota', 'mahal', 'sinyal', 'hilang', 'mohon', 'baik', 'layan', 'nya', 'biar', 'konsumen', 'tidak', 'rugi']",2,2024-02-01 10:21:50,negatif,0
Ahmad ALi Imron,"['beli', 'paket', 'sigyal', 'susah', 'benar', 'gak', 'nyaman', 'im', 'sigyal', 'lemah']",1,2024-02-01 10:20:51,negatif,0
Laila Tul,['kerenn'],3,2024-02-01 09:48:38,negatif,0
Hedi Hedi,"['sinyal', 'g', 'lambat', 'banget', 'im', 'baik', 'sinyal', 'gak', 'harga', 'paket', 'mahal', 'banget', 'boros']",2,2024-02-01 09:30:54,negatif,0
Oi Bae,"['verifikasi', 'otp', 'tidak', 'dikirimsudah', 'coba', 'limit', 'tidak', 'bisaakhirnya', 'bintang', 'copot', 'jelek']",1,2024-02-01 09:30:07,negatif,0
Ama Laiju Laiju,"['jaring', 'anjing', 'taek']",1,2024-02-01 09:10:19,negatif,0
rizki fadli,"['harga', 'mahal', 'kualitas', 'jaring', 'buruk']",1,2024-02-01 09:03:52,negatif,0
Ujang Ujang,['scam'],1,2024-02-01 09:02:41,negatif,0
Rizki KiloD,"['ambil', 'pulsa', 'daruratpulsa', 'nya', 'tidak', 'adatapi', 'tagih', 'sistem', 'nya', 'iya']",3,2024-02-01 08:55:29,negatif,0
Raka Fasha,"['jaring', 'tidak']",1,2024-02-01 08:41:23,negatif,0
Gondrong Tiged,['yeeess'],2,2024-02-01 08:16:02,negatif,0
Dahliah Marzuki,"['daftar', 'aplikasi', 'kode', 'otp', 'nya', 'tidak', 'kirim', 'coba']",1,2024-02-01 08:13:33,negatif,0
Fahri Maulana,"['tolol', 'beli', 'kuota', 'tidak', 'masuk']",1,2024-02-01 08:11:59,negatif,0
Hendra 08,"['sinyal', 'dikit', 'hilang', 'posisi', 'eh', 'hilang', 'mohon', 'evaluasi', 'nya', 'provider', 'kacau']",2,2024-02-01 08:10:43,negatif,0
Baalwi Baalwi,"['mahal', 'iya', 'kakak', 'telkomsel', 'anjirr', 'harga', 'malaha', 'telkomsel', 'pulsa', 'kuota', 'gb', 'ajir', 'masuk', 'akal', 'kakak', 'alas', 'bilang', 'peyusaiya', 'harga', 'gotak']",1,2024-02-01 08:01:31,negatif,0
Sell Sella,"['layan', 'jaring', 'kotor', 'jaring', 'stabil', 'jelek', 'jam', 'jaring', 'kotor', 'layan', 'myim', 'ulas', 'ribu', 'mangatakan', 'jaring', 'myim', 'sangatsangat', 'buruk', 'heran', 'rubah', 'stabil', 'jaring', 'jaring', 'menjadijadi', 'kotor', 'layan', 'myim', 'jaring', 'buruk']",1,2024-02-01 07:56:05,negatif,0
yogi andi,"['we', 'kntl', 'lambat', 'banget', 'sih', 'main', 'game', 'anjlayanan', 'kontl', 'kontl', 'moga', 'cepat', 'bangkrut']",1,2024-02-01 07:47:56,negatif,0
Dani Biw,"['parah', 'indosat', 'jaring', 'nya', 'rusak', 'mengagu', 'kerja']",1,2024-02-01 07:46:12,negatif,0
Fernanda putra,"['mahal', 'doang', 'sinyal', 'jelek', 'apa']",1,2024-02-01 07:43:11,negatif,0
Kati Roll,"['sinyal', 'putus', 'putus', 'g', 'stabil']",1,2024-02-01 07:34:03,negatif,0
Kenzo Juliopratama,"['tolong', 'beli', 'paket', 'mahal', 'mahal', 'jaring', 'banget', 'hilang', 'kadang', 'tugas', 'sekolah', 'hambat', 'sih', 'capek', 'gin', 'jaring', 'hilang', 'jam', 'mau', 'tidak', 'baik', 'pindah', 'provider']",1,2024-02-01 07:32:49,negatif,0
Mulyati Mulyati,['bagus'],3,2024-02-01 07:28:56,negatif,0
Arby Ynto,"['sih', 'harga', 'kuota', 'ubah', 'rubahtolong', 'im', 'konsisten', 'hargaselqmq', 'make', 'indosat', 'bagus', 'sih', 'cuman', 'kendala']",1,2024-02-01 07:28:44,negatif,0
Raihan ahmad Fauzi,"['rugi', 'pulsa', 'nya', 'sedot']",1,2024-02-01 07:26:45,negatif,0
Dhava Dana,"['jaring', 'lambat', 'sok', 'sok', 'tawar']",1,2024-02-01 07:18:11,negatif,0
Fandu Geboyy,"['im', 'kartu', 'miskin', 'sinyal', 'seringg', 'lambat', 'kouta', 'tidak', 'jaring', 'nya', 'binggung', 'indonesia']",1,2024-02-01 07:17:03,negatif,0
Nazwa Fauzia,"['isi', 'pulsa', 'an', 'tidak', 'nyala', 'data', 'tidak', 'notifikasi', 'masuk', 'kadang', 'beli', 'paket', 'tidak', 'masuk', 'paket', 'data', 'nya', 'pulsa', 'nya', 'transaksi', 'rugi', 'banget', 'anjing', 'gin', 'indosat', 'bikin', 'kecewa', 'mahal']",1,2024-02-01 07:15:36,negatif,0
t y,"['daftar', 'paket', 'edukasi', 'gak', 'ketemu']",2,2024-02-01 07:11:37,negatif,0
asifa,"['gak', 'cek', 'kuota']",2,2024-02-01 07:01:15,negatif,0
Luqman _fdy,"['gg', 'jaring', 'hilang', 'mulu']",2,2024-02-01 06:58:52,negatif,0
Hafizah Af,"['login', 'aplikasitapi', 'keluar', 'sendiridan', 'masuk', 'gak']",1,2024-02-01 06:55:09,negatif,0
Melantik Dolok Saribu,['lumayan'],3,2024-02-01 06:45:05,negatif,0
Haidar Yahya,"['paket', 'data', 'im', 'mahalmahal']",1,2024-02-01 06:40:27,negatif,0
Darmini Darmini,"['paket', 'kuota', 'hilang', 'x', 'jejak', 'lapor', 'aplikasi', 'g', 'hasil', 'puas', 'jawabannyaharusnya', 'riwayat', 'kan', 'pakai', 'ditangaal', 'data', 'guna', 'g']",1,2024-02-01 06:40:21,negatif,0
didim ardian,"['m', 'kaya', 'babiii', 'sinyall', 'susahh', 'muluu', 'paket', 'mahall', 'gajelass']",1,2024-02-01 06:34:02,negatif,0
Arrka lee Hunt,"['mkin', 'prah', 'ksni', 'nyajringan', 'hilang']",1,2024-02-01 06:32:56,negatif,0
Baginda Raja Naufal Ardis Pane,"['woi', 'beli', 'paket', 'kualitas', 'jaring', 'buruk', 'salah', 'kartu', 'buruk']",1,2024-02-01 06:30:13,negatif,0
Angga Yudha,"['admin', 'tambakan', 'fitur', 'kunci', 'pulsa', 'paket', 'internet', 'habis', 'biar', 'tidak', 'potong', 'masak', 'operator']",2,2024-02-01 06:01:37,negatif,0
Juwita Sari,"['isi', 'pulsa', 'paket', 'gb', 'pas', 'daftar', 'ubah', 'harga', 'indosat', 'gin', 'buang', 'kartu', 'tidak', 'ubah']",1,2024-02-01 05:44:53,negatif,0
Nenderite,"['bintang', 'gak', 'suka', 'sistem', 'potong', 'pulsa', 'isi', 'pulsa', 'rupiah', 'beli', 'salah', 'paket', 'data', 'freedom', 'internet', 'pulsa', 'potong', 'rupiah', 'tidak', 'nyala', 'data', 'seluler', 'perangkat', 'isi', 'beli', 'paket', 'data', 'wifi', 'gak', 'suka', 'sistem', 'rugi', 'banget', 'guna']",1,2024-02-01 05:42:16,negatif,0
Niken Pertiwi,"['pindh', 'kartu', 'indosat', 'tidak', 'ambil', 'pulsa', 'sos', 'hilang', 'pulsa', 'nya', 'hitung', 'hutang', 'nya', 'aneh', 'banget']",1,2024-02-01 05:30:00,negatif,0
Fu'ad Abdurrokhman Putra,"['harga', 'sinyal', 'buruk']",1,2024-02-01 05:27:27,negatif,0
Bang Leo,"['indosat', 'paket', 'mahal', 'alih', 'xl', 'baybayindosat']",1,2024-02-01 05:15:55,negatif,0
Santri kamaL,"['sinyal', 'susah', 'buruk', 'lancar', 'lambat', 'bikin', 'kesel', 'ayo', 'anggota', 'indosat', 'ganti', 'kartu']",1,2024-02-01 05:12:28,negatif,0
Bayu Sentana,"['langgan', 'kuota', 'mahal', 'kartu', 'beli', 'jarang', 'isi', 'murah']",1,2024-02-01 04:56:35,negatif,0
Juli Juli,"['kecewa', 'myim', 'isi', 'nomor', 'pulsa', 'masuk', 'tidak', 'pulsa', 'hilang', 'guna', 'nyaa']",1,2024-02-01 04:50:00,negatif,0
Sutan S. (Sutan),"['pelit', 'paket', 'mahalmahal']",2,2024-02-01 04:49:07,negatif,0
Di em,"['m', 'sinyal', 'e', 'bosok', 'regane', 'larang', 'saiki']",1,2024-02-01 04:19:15,negatif,0
Es Tebu,"['tidak', 'beli', 'hot', 'promo']",2,2024-02-01 04:15:51,negatif,0
Bagus Kurniawan,"['beli', 'paket', 'datapulsa', 'tidak', 'bayar', 'metode', 'bayar', 'ewallet', 'gagal', 'baik']",1,2024-02-01 04:13:48,negatif,0
Acep Sunandar,['jelek'],1,2024-02-01 03:58:34,negatif,0
agatha handoyo86,"['lemotpaketan', 'mahal']",1,2024-02-01 03:56:17,negatif,0
Nurul Aini,"['promo', 'gb', 'gratis', 'syarat', 'jebak', 'kalimat', 'unduh', 'aplikasi']",1,2024-02-01 03:51:09,negatif,0
Annisa ighza Syaari,"['harga', 'paket', 'nya', 'mahal', 'itu', 'tidak', 'ekspektasi', 'banget', 'jaring', 'nya', 'suka', 'hilang', 'pas', 'cek', 'diagnosis', 'jaring', 'fine', 'lihat', 'status', 'wa', 'tidak', 'pulsa', 'potong', 'paket', 'telepon', 'tetep', 'potong', 'pulsa', 'durasi', 'paket', 'nya', 'tidak', 'kurang', 'aneh', 'kuota', 'kurang', 'tidak', 'jalan', 'tuh', 'internet', 'nya', 'buka', 'google', 'susah', 'nunggu', 'menit', 'jalan', 'tuh', 'internet', 'pas', 'internet', 'lancar', 'potong', 'pulsa', 'kuota']",1,2024-02-01 03:47:13,negatif,0
مرعي علي بن كدة الكثيري,"['saran', 'aplikasi', 'baru', 'lindung', 'pulsa', 'aplikasi', 'my', 'xl', 'paket', 'nya', 'murah', 'bonus', 'paket', 'data', 'maaf', 'saran', 'terima', 'kasih']",3,2024-02-01 03:44:01,negatif,0
farkhan99 farkhan99,"['aplikasi', 'iya', 'buka', 'on', 'data', 'error', 'baik']",1,2024-02-01 03:43:17,negatif,0
Hendro Setjo,"['cm', 'nanyaapa', 'im', 'tidak', 'karyawan', 'manusiamasa', 'komplain', 'pulsa', 'berkurangkomputer', 'jawab', 'muter', 'jawabannyam', 'kesana']",3,2024-02-01 03:32:40,negatif,0
addiwijaya27,"['sih', 'sinyal', 'nya', 'ubah', 'ubah', 'mulu', 'kadang', 'bagus', 'kadang', 'buruk']",1,2024-02-01 03:15:28,negatif,0
Anggita Wibowo,"['kecewa', 'banget', 'm', 'payah']",1,2024-02-01 03:13:28,negatif,0
bagas eka putra mahardika,"['sinyal', 'awal', 'buruk', 'sekala', 'jaring', 'indosat', 'sagat', 'buruk', 'alami', 'ganggu', 'sinyal', 'kadang', 'sinyal', 'internetnyala', 'tidak', 'gunganakn', 'hilang', 'sulit', 'sekala', 'buruk', 'sinyal', 'indosat', 'kecewa']",1,2024-02-01 03:01:38,negatif,0
Didi Muhadi,"['harga', 'mahal', 'kocak', 'banget']",1,2024-02-01 03:00:27,negatif,0
pandu Lesmana,"['maksud', 'paket', 'gb', 'tidak', 'indosat']",1,2024-02-01 02:46:40,negatif,0
Fauzi Ajjad,"['ambil', 'pulsa', 'darurat', 'pulsa', 'gak', 'dapatmasuk', 'tagih', 'lapor', 'pesan', 'tanggaapan', 'ngeselin', 'gak', 'nyambung']",1,2024-02-01 02:26:57,negatif,0
Iqbal Rizqi,"['pulsa', 'hilang', 'pulsa', 'kembali']",2,2024-02-01 02:23:46,negatif,0
Aswal Maulana,"['bagus', 'suka']",3,2024-02-01 02:09:12,negatif,0
Esteer sa,"['gagal', 'unreg', 'paket', 'bundling', 'sms', 'gagal', 'aplikasi', 'gagal', '']",1,2024-02-01 01:55:00,negatif,0
Dzuriat Samsung,"['sistem', 'baik', 'isi', 'paket', 'data', 'konsumen', 'tidak', 'unreg', 'paket', 'data', 'lamakalau', 'unreg', 'peket', 'lama']",1,2024-02-01 01:22:20,negatif,0
Egifutrasetiawan 2006,"['capek', 'indosat', 'sinyal', 'nya', 'buruk', 'kaya', 'kerja', 'anis', 'janji', 'nya', 'paket', 'mahal', 'sinyal', 'lambat', 'kocakkk', 'bodohh']",1,2024-02-01 01:17:45,negatif,0
Siti Maesaroh,"['bututttttttt', 'sinyalll', 'ancurrrrrrr']",1,2024-02-01 01:15:05,negatif,0
Muhammad Farhan,"['kacau', 'm', 'beli', 'paket', 'proses', 'banget', 'beli', 'aplikasi', 'pakai', 'pulsa', 'tidak', 'bikin', 'nyaman', 'konsumen', 'nyaman', 'gin', 'tidak', 'nyaman', 'make', 'm', 'kacau']",1,2024-02-01 01:13:15,negatif,0
Padli09 Padli09,"['sinyal', 'jelek']",1,2024-02-01 01:05:20,negatif,0
Fitri Maulana,"['saran', 'gak', 'ush', 'beli', 'm', 'susahh', 'tipu', 'pulsa', 'hilang', 'gak', 'saran', 'beli', 'smartfren', 'banh']",1,2024-02-01 00:58:48,negatif,0
ompling spearro,"['susah', 'buka', 'appdan', 'paket', 'muhal']",1,2024-02-01 00:51:03,negatif,0
PASCOM Multimedia,"['buka', 'aplikasi', 'myim', 'ganggu']",1,2024-02-01 00:44:29,negatif,0
Teuku Ilham Fajri,"['lag', 'banget', 'oi']",1,2024-02-01 00:38:49,negatif,0
Adit Cife,"['jaring', 'tidak', 'setanil']",3,2024-02-01 00:15:54,negatif,0
Beben Cocong,"['kasih', 'b', 'harga', 'paket', 'bukan', 'diskonbikin', 'bangkrut', 'uang', 'pass', 'pas', 'beli', 'paket', 'indosat', 'cobamendingan', 'coba', 'coba']",2,2024-02-01 00:06:43,negatif,0
Nurul Aini,"['tidak', 'data', 'nya', 'tidak', 'buka']",2,2024-01-31 23:56:35,negatif,0
JebolGamingYT,"['beli', 'pulsa', 'beli', 'paket', 'data', 'proses', 'jam', 'biasaya', 'cepat', 'segeraaa']",1,2024-01-31 23:42:45,negatif,0
AREK BERBEK 1H,"['im', 'error', 'bikin', 'ribetpas', 'beli', 'kartu', 'perdana', 'suruh', 'beli', 'pulsahbis', 'beli', 'pulsa', 'registrasi', 'registrasi', 'wa', 'kode', 'otp', 'sms', 'g', 'notifnya', 'sumpah', 'pusing']",1,2024-01-31 23:38:29,negatif,0
Faiza Aisy,['lambat'],3,2024-01-31 23:36:35,negatif,0
Muh Ridho,"['bagus', 'baik', 'bug', 'nya']",3,2024-01-31 23:08:25,negatif,0
Dol Ham,"['provider', 'ampas', 'paket', 'mahal', 'koneksi', 'sulit', 'promo', 'ganti', 'tidak', 'jls']",1,2024-01-31 23:01:42,negatif,0
sluccys,"['bonus', 'tidak', 'dipakesama', 'tidak', 'ubah']",1,2024-01-31 22:57:49,negatif,0
Nyimas Oktarina,"['baik', 'transfer', 'pulsa', 'nomor', 'transfer']",1,2024-01-31 22:32:39,negatif,0
langusern onin,"['isi', 'kode', 'rendemnya', 'nga', 'kuota', 'yah', 'baik', 'aplikasi']",1,2024-01-31 22:06:51,negatif,0
Apri yana,"['pulsa', 'nya', 'potong', 'mah', 'pakai', 'kunci', 'pulsa', 'biar', 'aman', 'biar', 'gak', 'sedot', 'pulsa']",1,2024-01-31 21:43:04,negatif,0
Tarjo Sutarjo,"['tidak', 'baik', 'sinyal', 'lambat', 'niat', 'tidak', 'sih', 'bikin', 'kartu', 'buang', 'buang', 'uang', 'mulu', 'beli', 'kouta']",1,2024-01-31 21:38:02,negatif,0
YO Channel,"['sinyal', 'butut', 'ganggu']",1,2024-01-31 21:19:05,negatif,0
Dimas Dirgantara,['okee'],1,2024-01-31 20:20:26,negatif,0
Nafila Rizqiya,"['tidak', 'buka', 'aplikasi', 'nya', 'tidak', 'buka', 'paket']",1,2024-01-31 19:39:59,negatif,0
Rio,"['kode', 'verifikasi', 'nya', 'tidak', 'muncul', 'jngn', 'unduh']",1,2024-01-31 18:13:33,negatif,0
SISI LAIN,"['versi', 'baru', 'skr', 'udaa', 'tidak', 'save', 'kode', 'refferal', 'pulsa', 'colong', 'hadee', 'tidak']",1,2024-01-31 18:02:36,negatif,0
Soni Wakwaw,"['harga', 'elit', 'sinyal', 'sulit', 'as']",1,2024-01-31 18:00:50,negatif,0
MusicPicture,"['baru', 'tidak', 'save', 'profil', 'kode', 'reff', 'tidak', 'kouta', 'tamban', 'paket', 'mhl', 'auto', 'delet']",1,2024-01-31 17:54:43,negatif,0
Amin Thohari,"['suka', 'sedot', 'pulsa', 'paket', 'laku', 'panjang', 'tidak', 'berhentiin', 'coba', 'pesan', 'wa', 'official', 'tanggap', 'puas', 'tidak', 'temu', 'unreg', 'nya', 'lagiii', 'dalam', 'pulsa', 'sedot', 'ribu']",1,2024-01-31 17:34:46,negatif,0
Firman Ardiansyah,['ok'],1,2024-01-31 17:25:26,negatif,0
Rendi Pangalila,"['jaring', 'tidak', 'suka', 'hilang']",1,2024-01-31 17:15:54,negatif,0
Risti Yanto,"['pakai', 'indosat', 'mutusin', 'pindah', 'operator', 'lainpaket', 'mahalinternet', 'lemotsering', 'gangguanpulsa', 'sedot']",2,2024-01-31 16:29:11,negatif,0
Bang Rizky,['yuuu'],1,2024-01-31 16:27:07,negatif,0
Ifay Albabaty,"['ambil', 'pulsa', 'darurat', 'gx', 'muncul', 'pulsa', 'nyh', 'myim', 'culas', 'hak', 'bayar', 'tagih', 'pulsa', 'nyh', 'gx', 'benerin', 'myim']",1,2024-01-31 16:20:41,negatif,0
Bagus Prayugo,"['pelit', 'konsumen']",1,2024-01-31 16:06:42,negatif,0
Anwar Sahid,"['pulsa', 'kurang', 'parah', 'sih', 'im', 'tolol']",1,2024-01-31 16:05:17,negatif,0
mudik 012,['triono'],1,2024-01-31 16:02:09,negatif,0
Dede zulfan pane Pane,"['ngk', 'produk']",1,2024-01-31 16:01:35,negatif,0
Red Mie,"['minggu', 'jaring', 'internet', 'kartu', 'tidak', 'muncul', 'kuota', 'gigabyte', 'pulsa']",1,2024-01-31 16:00:22,negatif,0
Jimmy Martin,"['woy', 'kartu', 'tidak', 'promo', 'beli', 'gb', 'benar']",2,2024-01-31 15:52:32,negatif,0
Sania Nuraeni,"['bintang', 'bagus', 'kelas', 'sinyal', 'buruk']",1,2024-01-31 15:47:33,negatif,0
parzival mamentt,"['kesini', 'jaring', 'gak', 'lambat', 'kira', 'beli', 'paket', 'gak', 'lambat', 'eeh']",1,2024-01-31 15:46:53,negatif,0
Sani Vivo,['mantap'],1,2024-01-31 15:45:35,negatif,0
Aidonil_ 15,"['paket', 'mahal', 'boros', 'jaring', 'putus', 'putus', 'kartu', 'wort', 'it', 'main', 'game']",1,2024-01-31 15:23:02,negatif,0
Debi Sintia,"['sinyal', 'internet', 'lambat', 'banget']",1,2024-01-31 15:20:39,negatif,0
Rifai En,"['kartu', 'im', 'daerah', 'dki', 'jakarta', 'sinyal', 'parah', 'banget', 'kartu', 'im', 'benar', 'lambat', 'banget', 'dalam', 'main', 'game', 'nonton', 'video', 'harap', 'baik', 'towernya', 'tingkat', 'tidak', 'kecewa', 'konsumen', 'im', 'tidak', 'pindah', 'perdana', 'saran', 'im']",2,2024-01-31 15:08:02,negatif,0
Mohamad Eko Nur Prastyo,"['tidak', 'adilll']",1,2024-01-31 15:06:05,negatif,0
muhammad fahlan,"['bayar', 'paket', 'nya', 'pulsa', 'sedot', 'paket', 'nya', 'gamasuk', 'balikin', 'uang', 'woy', 'anjingg']",1,2024-01-31 15:04:48,negatif,0
Taz Kia,"['sinyal', 'turun', 'lemootttt']",3,2024-01-31 15:03:40,negatif,0
Jakk (Jaka),"['aplikasi', 'cacat']",1,2024-01-31 15:01:25,negatif,0
FATHAN Fazril,"['minnn', 'ngelaq', 'sih', 'min', 'udahh', 'mode', 'pesawat', 'data', 'gak', 'sih', 'min']",1,2024-01-31 14:57:30,negatif,0
Delonx Delonx,"['aplikasi', 'medukungsangan']",1,2024-01-31 14:57:05,negatif,0
Sabinus B Vidio,"['ribet', 'login', 'kode', 'otp', 'kan', 'guna', 'kartu', 'im', 'moden', 'copot', 'modem', 'simpan', 'seluler', 'login', 'my', 'im', 'kode', 'otp']",1,2024-01-31 14:56:55,negatif,0
Abdul Kahar,"['jaring', 'nya', 'hilang']",1,2024-01-31 14:54:24,negatif,0
War War,"['sinyal', 'sulit']",1,2024-01-31 14:49:14,negatif,0
Aprilio Gunadi,"['hutang', 'pulsa', 'tidak', 'masuk', 'nomor', 'tagih', 'aneh', 'bangt', 'indosat']",1,2024-01-31 14:46:08,negatif,0
wahyu widyanto,"['ko', 'paket', 'game', 'ngg', 'main', 'ml', 'si']",1,2024-01-31 14:37:10,negatif,0
Muhamad Arjuna,"['kartu', 'jaring', 'lambat', 'aduhh', 'benerin', 'bang', 'jaring', 'kocakk', 'banget', 'si', 'jaring', 'kotor', 'indosat', 'lawak', 'jaring', 'lambat', 'indosat', 'jaring', 'ngelagggg']",1,2024-01-31 14:24:55,negatif,0
Tia Apriantii_,"['mahal', 'banget', 'njgklo', 'gin', 'minat']",1,2024-01-31 14:20:37,negatif,0
Arya Sayang rinah,"['sampah', 'em', 'sampah']",1,2024-01-31 14:17:31,negatif,0
Widi Kurniawan,"['woyy', 'aplikasi', 'dis', 'fungsi', 'gausah', 'aplikasi', 'fitur', 'gak', 'fungsi']",1,2024-01-31 14:16:15,negatif,0
Ade Juliyanto,"['kuota', 'gb', 'habis', 'rasain', 'sih', 'im', 'kesini', 'kesana']",1,2024-01-31 14:09:49,negatif,0
Dio Ardiansyah,"['hapus', 'jaring', 'ny', 'tidak', 'bagus', 'suka', 'hilang']",1,2024-01-31 14:05:46,negatif,0
Luthfi Zulfikar,"['sinyal', 'jelek', 'banget', 'indosat']",1,2024-01-31 14:03:54,negatif,0
Aldii Moonstar,"['tidak', 'beli', 'paket', 'pakai', 'dana']",2,2024-01-31 14:01:29,negatif,0
nando,"['sinyal', 'jelek', 'lambat', 'beli', 'banyakdongo', 'beli', 'dikaetu', 'sebelahbuka', 'harua', 'pinjem', 'gotspotgua', 'beli', 'gb', 'tidak']",1,2024-01-31 13:56:46,negatif,0
Mang iza,"['jaring', 'benerin', 'nying', 'tytyd']",1,2024-01-31 13:52:49,negatif,0
Arion M,"['nawarin', 'promo', 'gak', 'beli', 'sih', 'payah', 'jaring', 'lambat', 'promo', 'gak', 'beli', 'cuman', 'tipu', 'mau', 'untung', 'doang']",1,2024-01-31 13:51:58,negatif,0
Fadilla Ramadhan,"['tidak', 'login', 'aplikasi', 'myimsaya', 'coba', 'tidak']",1,2024-01-31 13:49:42,negatif,0
Muhamad Zean malik supyan,['lumayan'],1,2024-01-31 13:47:44,negatif,0
Ryo Arovi,"['jih', 'kesini', 'makain', 'tidak', 'sih', 'indosat', 'm', 'layan', 'jelek', 'banget', 'sumpah', 'ganggu', 'tidak', 'hujan', 'tidak', 'angin', 'hilang', 'lambat', 'aneh']",1,2024-01-31 13:47:25,negatif,0
Evan Claudio,"['jaring', 'lambat', 'tlol']",1,2024-01-31 13:46:01,negatif,0
BENI PANDIARTA,"['paket', 'mahal']",1,2024-01-31 13:39:04,negatif,0
Tanziah Mauli Nurmawati,"['pesan', 'komplain', 'situs', 'nyamasa', 'iya', 'gak', 'dengerin', 'keluh', 'malh', 'clos', 'mulualesanya', 'durasi', 'pesan', 'balas', 'pas', 'ketik', 'kolom', 'nya', 'hilang']",1,2024-01-31 13:37:35,negatif,0
Agung Setiawan,"['kendala', 'sinyal', 'kencangkadang', 'hilangkadang', 'tidak', 'hubung']",2,2024-01-31 13:35:06,negatif,0
Sulton Ashari,"['puas', 'kartu', 'pakai', 'tengah', 'bawah', 'paket', 'wifi', 'axis', 'pindah', 'axis', 'indosat', 'hraparinya', 'indosat', 'deket', 'axis']",1,2024-01-31 13:31:22,negatif,0
Rdzz Lenathea,"['kartu', 'kocak', 'sinyal', 'tidak']",1,2024-01-31 13:26:37,negatif,0
Jujun Jun,['bagus'],2,2024-01-31 13:19:39,negatif,0
Ryann Sunda,"['im', 'tidak', 'buka']",1,2024-01-31 13:16:06,negatif,0
Aldi Nor Abdillah,"['paket', 'tidak', 'ubah', 'isi', 'paket']",1,2024-01-31 13:11:25,negatif,0
Fitri Sofi,"['iya', 'im', 'kartu', 'tidak', 'layan', 'kartu', 'tidak', 'jaring', 'tidak', 'pemberitahuan', 'kartu', 'sms', 'tenggal', 'nmrnya', 'banget', 'data', 'nya', 'nomor', 'huhu']",2,2024-01-31 13:10:27,negatif,0
Anwari ari,"['awal', 'promo', 'sih', 'harga', 'mahal', 'kuat', 'jaring', 'kalah', 'operator']",1,2024-01-31 12:59:02,negatif,0
Nadia Gracia Asnelia,"['jujur', 'kecewa', 'aplikasi', 'sekarangmau', 'bayar', 'bulan', 'dana', 'tidak', 'banklalu', 'order', 'ekstra', 'tidak', 'paymentnya', 'benar', 'benar', 'nyusahin', 'susah', 'order', 'kuota']",1,2024-01-31 12:55:20,negatif,0
Haikal,"['kecewa', 'banget', 'indoosat', 'dlunya', 'jaring', 'nya', 'lancar', 'banget', 'semenjak', 'kerja', 'tri', 'jelekdlunya', 'mati', 'lampu', 'jaring', 'stabil', 'ehh', 'mati', 'lampu', 'jaring', 'hilang', 'parah', 'tidak', 'mati', 'lampu', 'jelek', 'banget', 'kecewa', 'banget', 'indoosat', 'pakai']",1,2024-01-31 12:54:26,negatif,0
PatirElite,"['sinyal', 'lolotpas', 'tidak', 'musuh', 'sinyal', 'baguspas', 'ramai', 'musuh', 'jelekbahkan', 'hilang', 'sinyalgw', 'nobatin', 'sinyal', 'sebelas', 'belas', 'axissama', 'toll']",1,2024-01-31 12:46:43,negatif,0
Yuda Sigit,"['bayar', 'pasca', 'bayar', 'lancar', 'paket', 'data', 'nol', 'lapor', 'bilang', 'pakai', 'tidak', 'bayar', 'nya', 'tambah', 'bayar', 'meski', 'ganti', 'paket', 'sinyal', 'tidak', 'bagus', 'agak', 'pelosok', 'dikit', 'aplikasi', 'ramai', 'tidak', 'nyaman', 'pakai']",1,2024-01-31 12:46:10,negatif,0
