userName,content,score,at,label
Ahmad Hamdani,Bolehlah lumayan😁,5,2024-02-01 13:27:53,positif
Ismett Syaputra2,"Jaringan nya ko makin kacau ya, tiap hujn pasti gangguan.",2,2024-02-01 13:27:40,negatif
Dhani Rizqian,"Sangat tidak puas karena sinyal kadang hilang dan ngelag, bayar mahal² malah ngeleg😡",1,2024-02-01 13:25:42,negatif
195_Aulia Rahima,Aplikasinya bagus,1,2024-02-01 13:22:58,negatif
Uti Sri,Llll online?,2,2024-02-01 13:22:58,negatif
Abng Aja,baik,4,2024-02-01 13:21:27,positif
Julian 92,"Indosat udah hampir 1minngu ini tiap malam eror terus jaringan, sangat"" mengecewakan...",1,2024-02-01 13:18:47,negatif
Wizam Geming,"Mohon di perbaiki untuk jaringan di wilayah pedesaan, karena sering hilang koneksi padahal jaringan full, kuota masih banyak 100GB lebih tapi dari tadi sore sampai jam 8 ini gagal koneksi terus",1,2024-02-01 13:14:03,negatif
Kamsir Dg Lewa,kota gratiss 5 gb,5,2024-02-01 13:13:11,positif
Yazid Habibi,Beli kuota 7 GB masuk nya cuman 5 GB rugi donk🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️,1,2024-02-01 13:10:54,negatif
Enjang Nugraha,"Kuota mahal gampang habisnya, hujan dikit sinyal hilang, makin kesini makin jelek katanya ada perbaikan kualitas layanan, gak nonton video gak download kuota kok hbs sendiri aneh dasar, selamat tinggal Indosat ak gak mau pake kmu lagi, terimakasih",1,2024-02-01 13:10:08,negatif
Arifin Arie,puas,4,2024-02-01 13:09:54,positif
Dali Sanjaya,Saya kasih bintang 4 karena sering terus gangguan terima kasih,4,2024-02-01 13:05:52,positif
Indah Yusrani,di aplikasi ini murah banget,5,2024-02-01 13:03:52,positif
Dariz Nino,"Parah Banget.. Saya mau beli kuota trus melakukan pembayaran lewat aplk e-wallet selalu gk bisa diproses / gagal, gimana si nih min..!",3,2024-02-01 13:00:38,negatif
kuwatno 0885,Bagus,3,2024-02-01 12:59:47,negatif
Nabil GG,"Sedot pulsa tanpa sebab, anda tidak berhak mngambil pulsa dari konsumen, anda mengambil uang haram, uang anak piatu, semoga anda mendapatkan balasannya dalam waktu dekat, maupun di akhirat",1,2024-02-01 12:54:59,negatif
Zam,Kuota masih banyak tapi tidak bisa dipakai..komplen pun selalu dijawab robot🤦‍♂️🤦‍♂️🤦‍♂️,1,2024-02-01 12:52:59,negatif
Irna,ok,4,2024-02-01 12:46:20,positif
Wildan Miftahur Rohman,"ya, berguna juga buat menginfakan harta tapi, saat didalam kubur bukan harta yang dibawa melainkan amalan perbuatan kita selama masih ada di kehidupan duniawi dan sampai diakhirat kelak",5,2024-02-01 12:45:36,positif
sifa Siti Latifah,Top up games pulsa ke potong di riwayat gak ada DM ny gak masuk pula hemmm,1,2024-02-01 12:45:28,negatif
GGrid WTson,"Saya sudah menggunakan indosat dari tahun 2018, tapi tahun ini yang mengecewakan, dimana habis hujan atau gremicik hujan aja langsung lemot, udah kaya 3. Oh iya,kan Lagi kerjasama ama 3 jadi ya. 🫠 Lemotnya udah kaya 3 kalau hujan. Ckckckck, Sungguh downgrade.",1,2024-02-01 12:45:24,negatif
Atalik Wetasis,"Padahal udah di jakarta pusat, pusat loh ini bukan pinggiran.Tapi, sinyal susah amat",1,2024-02-01 12:44:36,negatif
Iin Rahmansyah,Baru isi pulsa kesedot tinggal 2000 kan nyesek kata nya pemakaian hemat ternyata boros,1,2024-02-01 12:44:33,negatif
hendri,sy sangat menyukai apk ini,5,2024-02-01 12:43:43,positif
Lutpi Kancil,Lumayan lah,4,2024-02-01 12:41:55,positif
Irvan Z,Susah bener beli paket lewat aplikasi.,1,2024-02-01 12:41:43,negatif
Dopidarlesta Dopidarlesta,Jaringan asuuu,1,2024-02-01 12:39:40,negatif
Zanita Atmarini,"masa tenggang terlalu cepat,,,dan paket datanya mahal",3,2024-02-01 12:39:30,negatif
Arum werdining Tias,"kenapa akhir akhir ini ga pernah beres sinyalnya, kecewa si padahal udah lama pake m3 paketan juga jadi mahal mahal",2,2024-02-01 12:38:26,negatif
Wildan Kusumah,Jaringan ga jelas setiap hari ngeleg trus gangguan trus gimana cari solusi nya ..,1,2024-02-01 12:38:17,negatif
ELAFIANI Fiani,Sy suka sekali,5,2024-02-01 12:38:06,positif
awan cerah,Nice,5,2024-02-01 12:36:17,positif
Sahrudin Udin,Tolong di perbaiki jaringan internet IM3 Indosat tiap hari gangguan,5,2024-02-01 12:36:15,positif
Pian Alfian kasehung (Pin),kadang jaringan tidak sesuai atau pengaruh cuaca sehingga jadi Leg atw mati total dalam waktu yg lama,3,2024-02-01 12:35:10,negatif
Nezuko Chan24,Woy sinyal gak becus ngeleg bener,1,2024-02-01 12:34:58,negatif
Ummu Tsaqif,"Mohon di buatkan menu untuk membatasi penyedot pulsa atau registrasi otomatis sms langganan atau sejenisnya, jujur saja itu membuat rugi bagi pengguna setia Indosat. Mohon segera di realisasi. Dan mohon berikan cara agar bisa unreg semua langganan yang tidak di inginkan. Terimakasih.",2,2024-02-01 12:34:08,negatif
Nufus Amrullah,makin kesini mkin gajelas lgi nge game tbtb ada notif yg gak penting otomatis sinyal beralih sendiri ke g gajelas bikin org mkin gamood blokkkkkm,1,2024-02-01 12:29:45,negatif
Aldin febriana,Sekarang sering amat koneksi internet jadi lambat naik pula harga paketannya,1,2024-02-01 12:29:21,negatif
Hendar Suhendar,sangat puas,5,2024-02-01 12:27:48,positif
Marena Nena,m3 sangat membantu lebih hemat,5,2024-02-01 12:27:45,positif
Leni y,"bagus banget,make aplikasi jadi mempermudah kita untuk liat paket dan pulsa dan juga di my IM3 ini kita juga bisa beli paket ma pulsa,pokoknya the best",5,2024-02-01 12:23:56,positif
Nyimas new,baik,4,2024-02-01 12:23:18,positif
Yukito Yuki,Napa sih tiap habis hujan susah sinyal gw mau nugas aja susah,1,2024-02-01 12:22:11,negatif
Deni Supriyadi,"indosat Ampas banget, Kuota Udh Ngisi bergiga giga Lemot banget, butuh berapa Giga lagi buat Bisa Internetan, Ampas banget. Nyesel pake Indosat",1,2024-02-01 12:20:14,negatif
Indra Jr,Sinyal im3 sekarang kurang memuaskan,3,2024-02-01 12:15:31,negatif
Yasmin Rezky,sangat puas dengan adanya aplikasi ini,5,2024-02-01 12:13:27,positif
Rafa Fairuz hibatullah,Jaringannya kadang jelek kadang bagus juga pas loading ke aplikasinya lama banget,4,2024-02-01 12:08:22,positif
Masud Nurudin,terbaik,5,2024-02-01 12:06:51,positif
Lapek Bacot,sangat bagus,5,2024-02-01 12:00:32,positif
Benny Guttom,Ok ada bonus dong,5,2024-02-01 11:56:00,positif
ilham nurhikmah,Pkt malahh sinyall kek taiii dasarr kartuu eee klo bisa ya gw ksih bintang 0 skalian dah mlsin bngett sinyall nya suka gak ngotakk tiba tiba leg klo udh leg leg truss mlain,1,2024-02-01 11:50:57,negatif
pajar kipli,aplikasi tidak stabil parah,1,2024-02-01 11:50:42,negatif
Dhidin Afirin,good,1,2024-02-01 11:45:22,negatif
Roles Dodo,sangat puas,5,2024-02-01 11:42:38,positif
PRATAMA AHMAD FAREL KUASA,"Harga makin mahal, kualitas sinyal makin buruk, apalah im3 nih",2,2024-02-01 11:39:44,negatif
Riki Woni,"pulsa saya hangus , tapi kuota nya belom masuk , ga beres nih my im3",1,2024-02-01 11:38:26,negatif
Pragos,bagus benget,5,2024-02-01 11:26:45,positif
Anto farez,sangat puas,5,2024-02-01 11:25:20,positif
Gacor Aja,trimakasih,4,2024-02-01 11:21:12,positif
abdullah,"Indosat kenapa sekarang lemot sekali, padahal dulu gak kaya gini",2,2024-02-01 11:20:52,negatif
ozil gamteng,bagus,4,2024-02-01 11:19:18,positif
Gerno Moger,baik,5,2024-02-01 11:15:49,positif
Davi Alfadhillah,"harga kuota semakin kesini mahal banget udah gitu pemakaian boros banget padahal ga buka apk dll yg menguras kuota banyak, sinyal juga buruk banget buat maen game!!!",1,2024-02-01 11:15:19,negatif
Jay Nudin,mentep,3,2024-02-01 11:11:23,negatif
Mama Ilyas,mudah tnpa ribet ....dan sgt membantu,5,2024-02-01 11:10:33,positif
Diaz aprianzaputra,baguss,5,2024-02-01 11:08:00,positif
MIFTAKUL KHOIRI,"Yg mau pindah kartu, jangan pake ni kartu, makin tahun makin buruk parah",1,2024-02-01 11:04:54,negatif
Kafkaah,"sangat membantu,dan lebih hemat",5,2024-02-01 11:03:34,positif
Indra Vhiboy,Maaf kalau mau kasih game dan hadinya paket data jngn bikin pelanggan kalian kecewa dan pindah di layan kartu lain saya cobah 30menit lebih GK dapet iseng aja mainnya Lain kali kalau mau kasih pelanggan harus dipermudakan biar pelanggan kalian puas dan seneng Bintang 1 pantes sih buat layan ini pelit sama pelanggan sendiri wkwkw,1,2024-02-01 11:00:50,negatif
Muroddin Farizi,"Yang tadinya 48 ribu 18 GB sekarang hanya dapat 11 GB itupun sudah +ZONA, Sinyal masih sama aja mungkin akan pindah kartu karena harganya semakin hari makin naik",1,2024-02-01 11:00:09,negatif
Muhammad Rizki,Pelit banget kalo ngasih bonus,1,2024-02-01 10:59:00,negatif
zoomal braay,sangat membantu,5,2024-02-01 10:57:35,positif
Alhafid Rofiq,Makasih,1,2024-02-01 10:55:01,negatif
Peler Pecah,Jaringan ga jelas sering hilang,2,2024-02-01 10:50:02,negatif
Velix,Kouta mahal jaringan busuk #indosatyatim,1,2024-02-01 10:42:14,negatif
Imam Nurhadi,Makin update makin gk jelas masak udah login di suruh login lagi,1,2024-02-01 10:39:11,negatif
zehira Putri,"Paketan makin sini makin mahal, jaringannya busuk banget, kuota jadi kebuang gajelasss.",1,2024-02-01 10:37:20,negatif
NVH RVF,jaringan jelek banget,1,2024-02-01 10:35:52,negatif
Risal,bagus,5,2024-02-01 10:29:19,positif
Tirta Trahnatabumi,Indosat suka ngelag gak masuk akal sekarang Indosat gak suka sekarang pake Indosat,1,2024-02-01 10:27:18,negatif
Dani Radani,bahagia,5,2024-02-01 10:27:09,positif
roni Saputra21,mantap,5,2024-02-01 10:26:31,positif
Lia Susanti,"Mau beli paket data hot promo saja, susahnya minta ampun, nunggu konfirmasi sampai stengah hari belum di acc, cuma diproses saja laporannya, sebenarnya niat jual paket data atau tidak min.",1,2024-02-01 10:23:43,negatif
Viki Viki,mantep,5,2024-02-01 10:23:03,positif
Riris Denis,Kuota mahal sinyal hilang terus mohon perbaiki layanan nya.. biar pelanggan tidak dirugikan,2,2024-02-01 10:21:50,negatif
Ahmad ALi Imron,Baru aja beli paket tapi sigyal susah bener ...gak nyaman Im3 sekarang sigyal lemah,1,2024-02-01 10:20:51,negatif
ASEP SANDI,👍👍👍👍👍👍,1,2024-02-01 10:19:39,negatif
Adiansyah,trbaik,5,2024-02-01 10:11:41,positif
Laila Tul,kerenn,3,2024-02-01 09:48:38,negatif
Ahmad Rozi,baik,5,2024-02-01 09:38:43,positif
Mahsun Aja,bagus sekali,4,2024-02-01 09:33:49,positif
Hedi Hedi,Sinyal 4G tapi lemot banget tolong IM3 perbaiki sinyal gak sesuai lagi dengan harga paket mahal banget lagi boros,2,2024-02-01 09:30:54,negatif
Oi Bae,Verifikasi OTP tidak dikirim...sudah di coba sampai limit juga ga bisa..akhirnya bintang 1 dan uninstal JELEK,1,2024-02-01 09:30:07,negatif
Sutianto 1010,turunin harga paket,5,2024-02-01 09:24:03,positif
Ama Laiju Laiju,Jaringan ASU taek,1,2024-02-01 09:10:19,negatif
rizki fadli,"Harga makin mahal, kualitas jaringan makin buruk 👎👎👎👎",1,2024-02-01 09:03:52,negatif
Ujang Ujang,Scam,1,2024-02-01 09:02:41,negatif
Rizki KiloD,"2 hari lalu saya ambil pulsa darurat,pulsa nya tidak ada,tapi tagihan udah ada 21.000 System' nya gimana ya???",3,2024-02-01 08:55:29,negatif
Ariz,mantap,5,2024-02-01 08:45:38,positif
Raka Fasha,jaringan tidak baik,1,2024-02-01 08:41:23,negatif
Yuni isnawati yuni,sangat baik,5,2024-02-01 08:35:39,positif
Edina Pelbawati,mantab,5,2024-02-01 08:29:28,positif
A.S BAGIR AL-GHIFARI,okk,5,2024-02-01 08:22:50,positif
Gondrong Tiged,yeeess,2,2024-02-01 08:16:02,negatif
Dahliah Marzuki,Saya mau daftar di apknya tapi kode otp nya tidak dikirim selama 5 hari saya coba terus tetap sama aja,1,2024-02-01 08:13:33,negatif
Fahri Maulana,Tolol beli kuota gk masuk2,1,2024-02-01 08:11:59,negatif
Hendra 08,"Sinyal dikit2 ilang,, posisi lagi penting eh tiba2 ilang,, mohon evaluasi nya, provider besar tapi makin ngaco🧐🧐🧐",2,2024-02-01 08:10:43,negatif
Baalwi Baalwi,kenapa tambah mahal ya ka Telkomsel anjirr harganya malaha lebih tinggi dari Telkomsel misalnya pulsa 58 ribu malah dapat kuota 12 gb ajir masuk akal ka dan juga jangan banya alasan saja itu kau bilang Peyusaiya harga tapi gotak la,1,2024-02-01 08:01:31,negatif
Rahmat Toyib,myIM3 Bagus jaringannya,5,2024-02-01 07:57:04,positif
Sell Sella,"Layanan jaringan taik, baru saja jaringannya stabil sudah jelek lagi, di jam berapa pun ini jaringan sudah seperti taik, ini layanan myIM3 ulasannya sudah ribuan yang mangatakan bahwa jaringan myIM3 sangat-sangat buruk tapi saya masih heran kemana rasa ingin meningkatkan, merubah ataupun menstabilkan jaringan, yang ada hanya jaringannya semakin hari semakin menjadi-jadi taik, Sudah 2024 ini layanan myIM3 masih sama seperti 2022 jaringan-nya sangatlah buruk.",1,2024-02-01 07:56:05,negatif
Dewi Tuban,mantab,5,2024-02-01 07:50:37,positif
yogi andi,"we kntl knp ngelag banget sih buat main game anj,layanan kontl kontl semoga cepat bangkrut aja lu",1,2024-02-01 07:47:56,negatif
Dani Biw,parah ini indosat knpa ahir ahir ini jaringan nya rusak amat mengagu pekerjaan,1,2024-02-01 07:46:12,negatif
Mhmmad Wahyu,bagus,5,2024-02-01 07:44:41,positif
Bima Nugraha,kerennn,5,2024-02-01 07:43:17,positif
Fernanda putra,tambah mahal doang sinyal jelek terus apalah,1,2024-02-01 07:43:11,negatif
Dewi Chaby,Puas,5,2024-02-01 07:39:04,positif
Kati Roll,Sinyal sering putus putus g pernah stabil,1,2024-02-01 07:34:03,negatif
Kenzo Juliopratama,Tolonglah saya beli paket mahal mahal tapi jaringan sering banget hilang sendiri kadang mau buat tugas sekolah aj terhambat gimana sih capek lama lama gini jaringan hilang setiap 2 jam sekali maunya ap kalau GK ad perbaikan mending pindah provider,1,2024-02-01 07:32:49,negatif
Mulyati Mulyati,sangat bagus,3,2024-02-01 07:28:56,negatif
Arby Ynto,"Kenapa sih tiap Minggu harga kuotanya berubah rubah,tolong dong im3 yang konsisten kalau memberikan harga,selqmq make Indosat bagus sih cuman itu kendalanya.",1,2024-02-01 07:28:44,negatif
Ari Baron,banyak promo,5,2024-02-01 07:28:09,positif
Raihan ahmad Fauzi,Sangat merugikan Kenapa pulsa nya kesedot sendiri 🥵,1,2024-02-01 07:26:45,negatif
mfadil assidik,mantap,5,2024-02-01 07:25:14,positif
Dhava Dana,Jaringan tiap hari ngelag sok sok ngasih penawaran,1,2024-02-01 07:18:11,negatif
Fandu Geboyy,IM3 kartu miskin sinyal seringg ngelek Kouta kagak sesuai sama jaringan nya mau binggung tapi ini indonesia,1,2024-02-01 07:17:03,negatif
Sahrudin Udin,bagus,5,2024-02-01 07:16:13,positif
Nazwa Fauzia,"Baru isi pulsa 10.000 tiba-tiba jadi 8000'an. Padahal ga nyalain data dan ga ada notifikasi yg masuk. Dan juga kadang udh beli paket tapi ga masuk paket data nya, dan juga pulsa nya udh ke transaksi. Rugi bgt ajg udh sering kek gini. INDOSAT BIKIN KECEWA BERAT👎👎👎 mana sekarang pada mahal 👎👎👎👎",1,2024-02-01 07:15:36,negatif
Chandra Faishal,baik,5,2024-02-01 07:13:46,positif
t y,Daftar paket edukasi gak ketemu,2,2024-02-01 07:11:37,negatif
RONNY AHMAD007,the best Performance,5,2024-02-01 07:09:11,positif
Muhammad Zainuri,okok,5,2024-02-01 07:03:47,positif
asifa,kenapa gak bisa cek kuota di sini?,2,2024-02-01 07:01:15,negatif
Luqman _fdy,Gg jaringan ilang mulu,2,2024-02-01 06:58:52,negatif
M .F,good,5,2024-02-01 06:57:48,positif
Hafizah Af,"Padahal udah login di aplikasi,tapi tiba2 keluar sendiri,dan mau masuk lagi gak bisa😪😪",1,2024-02-01 06:55:09,negatif
herlin widyastuti,bagus,5,2024-02-01 06:51:35,positif
Bu Sulastri,aplikasi nya bagus,5,2024-02-01 06:49:47,positif
Sunenti Sunenti,bgus lahhh,5,2024-02-01 06:48:54,positif
Melantik Dolok Saribu,lumayan,3,2024-02-01 06:45:05,negatif
Ridwan Harist,sangat membantu,5,2024-02-01 06:43:06,positif
Mely Karmila,blom tau,3,2024-02-01 06:41:35,negatif
Haidar Yahya,paket data im3 sekarang mahal-mahal,1,2024-02-01 06:40:27,negatif
Darmini Darmini,"paket kuota hilang 2x tanpa jejak penggunaan,, lapor diaplikasi juga g ada hasil yang memuaskan jawabannya,harusnya di riwayat penggunaan kan ada dipakai ditangaal sekian dan data yang digunakan,, nah ini g ada sama sekali",1,2024-02-01 06:40:21,negatif
didim ardian,"m3 ni lama"" kaya babiii sinyall susahh muluu paketan makin lama makin mahall gajelass!!!!",1,2024-02-01 06:34:02,negatif
Arrka lee Hunt,Mkin prah ksni nya...jringan ilang2an,1,2024-02-01 06:32:56,negatif
Baginda Raja Naufal Ardis Pane,Woi udh beli paket kualitas jaringan buruk salah satu kartu terburuk!!!!!,1,2024-02-01 06:30:13,negatif
Gajah Putih,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,2024-02-01 06:23:21,positif
haya busa,terbaik lah boboy,4,2024-02-01 06:18:07,positif
rakyat jelata chanel,"udh jaringannya lelet,harga naik trs,dan aplikasi my im3nya gk bisa dibuka,pdhl sdh di updeat..",4,2024-02-01 06:15:03,positif
tiktik,memudahkan beli pulsa,5,2024-02-01 06:11:10,positif
Eva Mutia,bagus,5,2024-02-01 06:10:59,positif
Chugi Alvin,mantap,5,2024-02-01 06:05:42,positif
Sadil Asep,sangat puass,5,2024-02-01 06:05:30,positif
Gegez Official,bgus promonya,5,2024-02-01 06:03:21,positif
Joe teknik 009,"im3 kartu kebanggaan saya,sangat merakyat",5,2024-02-01 06:02:49,positif
Angga Yudha,Admin tolong tambakan fitur kunci pulsa supaya saat paket internet habis biar tidak terpotong masak operator lain bisa,2,2024-02-01 06:01:37,negatif
Razka Al fatih,bain kuota geratis,5,2024-02-01 05:59:15,positif
Yosep Yoris,ok,5,2024-02-01 05:54:12,positif
Angga eko wawansari,ok,5,2024-02-01 05:53:37,positif
Adelia Khumaira,4aja krn baru,4,2024-02-01 05:51:46,positif
Juwita Sari,"Saya isi pulsa utk paket 20rb 10gb, pas mau daftar langsung berubah semua harganya. Naik semua. Bagaimana mau stay di Indosat kalau gini terus? Saya buang saja sekalian ini kartu kalau tdk ada perubahan!",1,2024-02-01 05:44:53,negatif
Nenderite,"Bintang 1 dulu, paling gak suka sama sistem pemotongan pulsanya yang tiba-tiba, seperti pd saat saya mengisi Pulsa dengan Jumlah Rp. 20.000 beberapa hari yang lalu untuk membeli salah satu paket data freedom internet. Tapi ternyata pulsa saya terpotong Rp. 3.100, padahal saya sama sekali tdk menyalakan data seluler di perangkat saya pd saat mengisi dan ingin membeli paket data itu dengan WIFI. Jadi gak suka sama sistemnya itu, merugikan banget buat saya selaku pengguna dari tahun 2014.",1,2024-02-01 05:42:16,negatif
Ahmad Hariyanto,makin untung dengan im3,5,2024-02-01 05:31:43,positif
Rizky Andika,bagus,5,2024-02-01 05:31:40,positif
Niken Pertiwi,mending pindh kartu saja indosat tidak jelas masa saya ambil pulsa sos langsung hilang pulsa nya yang ada sudah ke hitung hutang nya aneh banget,1,2024-02-01 05:30:00,negatif
Fu'ad Abdurrokhman Putra,"Harga naik, sinyal sangat buruk",1,2024-02-01 05:27:27,negatif
Niki Sandihrd,bagus,5,2024-02-01 05:25:01,positif
Suharya,sangat memuaskan,4,2024-02-01 05:16:51,positif
Bang Leo,"Sekarang Indosat paket mahal, mending beralih ke XL. Bay..bay..indosat",1,2024-02-01 05:15:55,negatif
Santri kamaL,Sinyal susah buruk pdhl dulu lancar skrng dah lemot aja nih bikin kesel ayo para anggota Indosat kita ganti kartu aja,1,2024-02-01 05:12:28,negatif
Mamun Munawar,Alus,5,2024-02-01 05:08:28,positif
Hj. Nina,bagus,5,2024-02-01 05:05:59,positif
Bayu Sentana,"Semakin berlangganan, kuotanya semakin mahal.. Kartu yang baru beli dan jarang diisi malah murah..",1,2024-02-01 04:56:35,negatif
Kangko DKV 2,bagus,5,2024-02-01 04:55:18,positif
Juli Juli,Saya sangat kecewa dengan myIM3 Saya mengisikan nomor saya pulsa awalnya masuk tapi tidak kemudian pulsa saya tiba-tiba hilang padahal saya belum menggunakan nyaa,1,2024-02-01 04:50:00,negatif
Sutan S. (Sutan),Pelit. Paket mahal-mahal,2,2024-02-01 04:49:07,negatif
Muslimin khnza,good,5,2024-02-01 04:48:04,positif
Imran Lalisu,sangat bagus,5,2024-02-01 04:46:55,positif
Tono Banyuke,Sangat membantu,5,2024-02-01 04:42:55,positif
Lenny sari Sari,mantap dan top markotop,5,2024-02-01 04:39:42,positif
Mas Londo,mantab,5,2024-02-01 04:36:33,positif
Putra Lopet,bgus,5,2024-02-01 04:34:00,positif
Di em,M3 sinyal e bosok Regane larang pisan saiki,1,2024-02-01 04:19:15,negatif
Ryan Tajuddin,sangat menolong,5,2024-02-01 04:19:04,positif
Es Tebu,Gk bisa beli hot promo,2,2024-02-01 04:15:51,negatif
Susanto Santo,Mantap,5,2024-02-01 04:14:40,positif
Bagus Kurniawan,Pembelian paket data/pulsa tidak dapat dilakukan pembayaran dengan metode pembayaran Ewallet. Selalu terjadi kegagalan. Tolong segera DIPERBAIKI !,1,2024-02-01 04:13:48,negatif
Fir Ya,☺️☺️☺️,5,2024-02-01 04:09:53,positif
Acep Sunandar,Makin jelek,1,2024-02-01 03:58:34,negatif
